lead_id,company_name,industry,lead_source,sales_rep,region,created_date,current_stage,stage_last_updated,last_contact_date,deal_value,lost_reason,notes
LD1373,PT Delta Solusi,Retail,,Yuni Shara,Yogyakarta,2025-07-26,Lead In,2025-10-14,2025-08-10,,,VIP client
LD1374,UD Nusantara Jaya,Construction,Website,Budi Santoso,Bandung,2024-08-09,Closed Won,2024-11-22,,121424000.0,,
LD1375,PT. Sinar Jaya,,Cold Call,Andi Wijaya,Jakarta,2024-07-06,Contacted,2024-07-18,2024-07-07,,,
LD1376,UD Tunas Muda,Construction,Website,Yuni Shara,Jakarta,2025-01-19,Closed Lost,2025-02-04,2025-02-02,37001000.0,Price too high,Waiting for PO
LD1377,CV Berkah Mandiri,Retail,Trade Show,Budi Santoso,Semarang,2025-07-22,Proposal Sent,2025-08-08,2025-07-22,62198000.0,,
LD1378,PT. Maju Terus,Finance,Referral,Andi Wijaya,,2025-08-05,Contacted,2025-06-10,,,,VIP client
LD1379,UD Tunas Muda,Technology,Inbound Call,Rina Marlina,Bandung,2025-02-08,Negotiation,2025-02-26,2025-03-09,33206000.0,,Client on vacation
LD1380,PT. Cipta Karya,Construction,LinkedIn,Yuni Shara,,2025-05-02,Lead In,2025-05-04,,,,
LD1381,CV TUNAS MUDA,Education,LinkedIn,Budi Santoso,,2024-12-27,Closed Lost,2025-02-14,2025-02-10,54979000.0,Project cancelled,Follow up next week
LD1382,CV Delta Solusi,Manufacturing,Partner,Andi Wijaya,Jakarta,2024-10-14,Proposal Sent,2024-12-31,,60621000.0,,
LD1383,PT Nusantara Jaya,Healthcare,Inbound Call,Budi Santoso,,2025-06-19,Negotiation,2025-07-25,2025-07-16,104562000.0,,Needs approval from board
LD1384,UD Mitra Sejahtera,Technology,,Budi Santoso,Palembang,2025-05-01,Proposal Sent,2025-11-01,2025-01-18,64169000.0,,Follow up next week
LD1385,UD Global Teknindo,Retail,Social Media,Dewi Lestari,Bandung,2024-04-09,Lead In,2024-06-04,2024-05-21,,,Follow up next week
LD1386,PT. Cahaya Abadi,Manufacturing,Inbound Call,Ahmad Fauzi,Jakarta,2024-04-07,Proposal Sent,2024-06-21,,146230000.0,,
LD1387,PT Sejahtera Bersama,Finance,Inbound Call,Budi Santoso,Semarang,2024-04-08,Proposal Sent,2024-05-31,2024-05-20,3570000.0,,
LD1388,PT Cahaya Abadi,Manufacturing,Partner,Ahmad Fauzi,Yogyakarta,2024-07-17,Closed Won,2024-08-03,2024-08-08,109244000.0,,VIP client
LD1389,CV Anugrah Sentosa,Logistics,Cold Call,Dewi Lestari,Denpasar,2024-12-17,Qualified,2024-12-19,2024-12-31,99336000.0,,Client on vacation
LD1390,PT. Mega Trading,,Social Media,Rina Marlina,,2024-11-02,Qualified,2024-11-23,2024-11-26,131664000.0,,
LD1391,PT Anugrah Sentosa,,Referral,Dewi Lestari,Bandung,2024-03-16,Qualified,2024-05-27,2024-04-07,88682000.0,,VIP client
LD1392,CV Maju Terus,Retail,Inbound Call,Andi Wijaya,Yogyakarta,2024-09-25,Closed Won,2024-09-28,2024-10-08,132982000.0,,
LD1393,CV Sejahtera Bersama,F&B,Inbound Call,Rudi Hartono,,2025-06-29,Qualified,2025-08-16,2025-08-30,65572000.0,,
LD1394,PT. Central Distribusi,Retail,Trade Show,,,2025-06-04,Qualified,2025-08-26,,28492000.0,,Follow up next week
LD1395,CV Maju Terus,Manufacturing,Website,Andi Wijaya,,2025-02-09,Contacted,2025-04-05,2025-03-18,,,Client on vacation
LD1396,PT Maju Terus,Finance,Cold Call,Budi Santoso,Yogyakarta,2024-12-10,Qualified,2025-08-02,2024-12-20,56392000.0,,Follow up next week
LD1397,UD Prima Nusantara,Education,,,,2025-07-13,Contacted,2025-08-08,2025-07-25,,,
LD1398,CV Indo Sukses,Technology,LinkedIn,Dewi Lestari,Semarang,2024-11-02,Qualified,2024-12-17,2024-12-05,61764000.0,,VIP client
LD1399,CV Prima Nusantara,Manufacturing,Website,Yuni Shara,,2024-11-16,Closed Won,2025-01-10,2024-12-31,105295000.0,,Needs approval from board
LD1400,PT. Indo Sukses,Construction,Trade Show,Siti Nurhaliza,Yogyakarta,2024-11-29,Proposal Sent,2025-10-02,2024-12-23,142990000.0,,Client on vacation
LD1401,PT. Sumber Makmur,Technology,Website,Ahmad Fauzi,Bandung,2024-06-24,Contacted,2024-03-09,2024-07-23,,,VIP client
LD1402,PT Karya Utama,Technology,Social Media,Siti Nurhaliza,Medan,2024-01-12,Contacted,2024-03-05,2024-01-28,,,Waiting for PO
LD1403,CV Harapan Baru,Logistics,Partner,Yuni Shara,Semarang,2025-08-11,Closed Lost,2025-10-26,,108082000.0,Chose competitor,Waiting for PO
LD1404,PT Indo Sukses,F&B,Website,Dewi Lestari,,2024-10-31,Qualified,2024-11-23,2024-11-17,65947000.0,,VIP client
LD1405,CV HARAPAN BARU,,Website,Siti Nurhaliza,Denpasar,2025-02-25,Closed Lost,2025-05-07,2025-05-22,76650000.0,,Client on vacation
LD1406,PT. Central Distribusi,Technology,Website,Budi Santoso,Denpasar,2024-01-11,Contacted,2024-01-29,,,,Waiting for PO
LD1407,PT. Sinar Jaya,Education,,Budi Santoso,Denpasar,2024-04-12,Contacted,2024-04-28,2024-04-21,,,
LD1408,PT Cahaya Abadi,Healthcare,,Dewi Lestari,Surabaya,2025-03-28,Negotiation,2025-06-18,2025-04-27,134757000.0,,
LD1409,CV SINAR JAYA,Healthcare,Email Campaign,Siti Nurhaliza,,2024-03-05,Contacted,2024-03-18,2024-03-15,,,Follow up next week
LD1410,CV Sumber Makmur,Technology,Cold Call,Budi Santoso,Medan,2024-03-05,Contacted,2024-05-17,2024-05-17,,,Waiting for PO
LD1411,UD Indo Sukses,F&B,,Andi Wijaya,Bandung,2024-08-11,Qualified,2024-10-27,2024-10-31,148590000.0,,Client on vacation
LD1412,PT Prima Nusantara,Manufacturing,Trade Show,Dewi Lestari,Makassar,2024-01-19,Proposal Sent,2024-04-03,,77632000.0,,Send revised proposal
LD1413,PT Harapan Baru,Education,Trade Show,,,2024-07-28,Proposal Sent,2024-08-28,2024-07-29,111410000.0,,Client on vacation
LD1414,PT. Mitra Sejahtera,Technology,Website,,Jakarta,2024-09-11,Closed Won,2024-12-10,,49602000.0,,
LD1415,CV Berkah Mandiri,Education,Partner,Dewi Lestari,Bandung,2025-06-03,Lead In,2025-08-02,2025-08-15,,,Follow up next week
LD1416,PT. Nusantara Jaya,Finance,,Rudi Hartono,Makassar,2025-02-11,Qualified,2025-04-13,2025-03-02,114528000.0,,
LD1417,UD Central Distribusi,Healthcare,Trade Show,Ahmad Fauzi,Palembang,2024-10-17,Qualified,2025-01-03,2024-12-05,51319000.0,,
LD1418,UD Harapan Baru,Retail,Inbound Call,Rina Marlina,Palembang,2025-08-02,Contacted,2025-09-27,2025-09-20,,,Follow up next week
LD1419,CV Global Teknindo,F&B,Partner,,,2024-05-31,Contacted,2024-07-29,,,,
LD1420,PT. Delta Solusi,Manufacturing,Trade Show,Siti Nurhaliza,Jakarta,2025-08-23,Closed Lost,2025-09-03,2025-10-09,124803000.0,Timing not right,
LD1421,UD Sinar Jaya,Finance,Referral,Yuni Shara,Jakarta,2024-01-07,Closed Lost,2024-01-05,2024-01-21,63693000.0,No response,
LD1422,CV Central Distribusi,Retail,,Siti Nurhaliza,Jakarta,2025-02-22,Qualified,2025-05-13,2025-03-28,96192000.0,,
LD1423,UD Maju Terus,Technology,Cold Call,Rina Marlina,,2025-06-18,Negotiation,2025-06-08,2025-08-03,139955000.0,,Needs approval from board
LD1425,PT. Bumi Perkasa,,Cold Call,Andi Wijaya,Surabaya,2024-02-16,Closed Lost,2024-03-29,2024-02-25,36567000.0,,
LD1426,PT. Cipta Karya,Manufacturing,Referral,Andi Wijaya,,2025-04-23,Contacted,2025-06-20,,,,
LD1427,PT Karya Utama,,Inbound Call,Yuni Shara,Jakarta,2024-10-14,Contacted,2024-11-16,2024-04-11,,,
LD1428,PT Bumi Perkasa,,LinkedIn,Andi Wijaya,Surabaya,2025-01-21,Closed Won,2025-03-11,2025-02-04,118192000.0,,
LD1429,PT. Nusantara Jaya,F&B,Cold Call,,,2024-11-14,Lead In,2025-01-22,2025-01-19,,,
LD1430,PT Mega Trading,,Email Campaign,Siti Nurhaliza,Bandung,2025-04-16,Qualified,2025-05-24,2025-05-22,75975000.0,,Follow up next week
LD1431,UD Sinar Jaya,Construction,Email Campaign,Ahmad Fauzi,Bandung,2024-06-05,Closed Won,2024-02-07,2024-05-07,140296000.0,,Needs approval from board
LD1432,PT. Sinar Jaya,F&B,Social Media,Yuni Shara,Bandung,2024-07-18,Negotiation,2024-09-27,2024-08-13,21373000.0,,Follow up next week
LD1433,PT. Sinar Jaya,Healthcare,Website,Budi Santoso,Denpasar,2024-04-14,Proposal Sent,2024-05-03,2024-05-11,147440000.0,,Needs approval from board
LD1434,PT. Global Teknindo,Manufacturing,Social Media,Rina Marlina,Jakarta,2025-05-15,Qualified,2025-07-31,,98614000.0,,Send revised proposal
LD1435,PT. Prima Nusantara,,Website,Rina Marlina,Jakarta,2024-01-24,Proposal Sent,2024-04-07,2024-04-01,89746000.0,,
LD1436,CV Mega Trading,Healthcare,Website,Budi Santoso,Semarang,2024-03-06,Proposal Sent,2024-05-20,,123186000.0,,
LD1437,PT Harapan Baru,Manufacturing,Email Campaign,Andi Wijaya,Medan,2025-07-29,Contacted,2025-03-08,2025-07-29,,,
LD1438,UD Mega Trading,Retail,Referral,Siti Nurhaliza,Denpasar,2025-03-31,Contacted,2025-06-02,,,,
LD1439,PT. Mitra Sejahtera,F&B,Cold Call,Ahmad Fauzi,Denpasar,2025-07-19,Contacted,2025-09-03,2025-08-13,,,Waiting for PO
LD1440,PT. INDO SUKSES,Education,Partner,Dewi Lestari,Jakarta,2024-03-13,Proposal Sent,2024-04-17,2024-03-20,105127000.0,,VIP client
LD1441,CV Indo Sukses,Finance,,Siti Nurhaliza,Jakarta,2024-07-12,Negotiation,2024-12-26,2024-12-26,,,Send revised proposal
LD1442,CV Sejahtera Bersama,,Trade Show,Andi Wijaya,Bandung,2025-07-18,Contacted,2025-07-31,2025-08-08,,,VIP client
LD1443,CV Karya Utama,,Partner,Rudi Hartono,Jakarta,2024-05-10,Contacted,2024-08-06,2024-07-30,,,Follow up next week
LD1444,UD Nusantara Jaya,Manufacturing,,Siti Nurhaliza,Denpasar,2025-03-25,Closed Lost,2025-05-24,2025-04-03,42822000.0,Chose competitor,
LD1445,PT INDO SUKSES,Construction,Referral,Budi Santoso,Palembang,2025-05-19,Closed Won,2025-05-21,2025-06-05,110158000.0,,Follow up next week
LD1446,PT Nusantara Jaya,Healthcare,Referral,Rina Marlina,Jakarta,2025-04-04,Closed Lost,2025-06-30,2025-06-29,27873000.0,,
LD1447,CV Prima Nusantara,Retail,Inbound Call,Budi Santoso,,2024-08-06,Lead In,2024-10-26,2024-10-04,,,Send revised proposal
LD1448,PT. Anugrah Sentosa,Manufacturing,Email Campaign,Andi Wijaya,Medan,2024-02-12,Qualified,2024-11-29,2024-12-31,,,
LD1449,CV Maju Terus,,Website,Rina Marlina,,2025-02-08,Qualified,2025-03-27,,18087000.0,,Waiting for PO
LD1450,CV Sejahtera Bersama,,,Ahmad Fauzi,Yogyakarta,2024-12-05,Closed Won,2024-12-26,,142360000.0,,
LD1451,PT. Mitra Sejahtera,,Referral,Andi Wijaya,Jakarta,2024-12-18,Proposal Sent,2025-03-16,2025-02-21,102390000.0,,Waiting for PO
LD1452,PT Global Teknindo,Retail,Referral,Ahmad Fauzi,Jakarta,2024-07-22,Qualified,2024-05-08,,76345000.0,,
LD1453,PT. Cahaya Abadi,Healthcare,Cold Call,Rina Marlina,Bandung,2024-08-24,Contacted,2024-10-18,2024-10-16,,,
LD1454,PT Cipta Karya,,Referral,Rina Marlina,Bandung,2024-05-08,Qualified,2024-09-10,2024-09-25,142353000.0,,
LD1455,PT Mitra Sejahtera,,Partner,Rina Marlina,Bandung,2024-08-03,Proposal Sent,2024-08-15,2024-08-18,21312000.0,,Follow up next week
LD1456,PT Nusantara Jaya,Retail,Trade Show,Budi Santoso,Yogyakarta,2024-07-15,Qualified,2024-08-17,2024-07-25,84931000.0,,
LD1457,UD Anugrah Sentosa,Retail,Referral,Andi Wijaya,Surabaya,2025-02-11,Proposal Sent,2025-04-21,2025-12-02,113108000.0,,VIP client
LD1458,UD Karya Utama,Technology,,Budi Santoso,Denpasar,2024-08-13,Qualified,2024-09-17,2024-08-26,27324000.0,,
LD1459,UD Berkah Mandiri,Retail,Cold Call,Andi Wijaya,Bandung,2024-03-26,Closed Lost,2024-06-05,2024-06-02,21775000.0,Chose competitor,Needs approval from board
LD1460,PT. Maju Terus,F&B,Social Media,Siti Nurhaliza,Semarang,2024-07-30,Closed Won,2024-08-28,2024-08-28,129017000.0,,
LD1461,PT. Bumi Perkasa,Manufacturing,Referral,Budi Santoso,Makassar,2024-01-22,Qualified,2024-02-14,2024-02-15,23241000.0,,
LD1462,PT Bumi Perkasa,,,Rina Marlina,,2024-03-26,Contacted,2024-06-15,2024-05-04,,,Send revised proposal
LD1463,PT. KARYA UTAMA,Construction,Referral,Budi Santoso,Surabaya,2024-12-05,Qualified,2025-01-06,,104422000.0,,Waiting for PO
LD1464,UD Maju Terus,Manufacturing,Cold Call,Siti Nurhaliza,Bandung,2025-05-18,Contacted,2025-02-06,,,,
LD1465,UD Global Teknindo,Retail,LinkedIn,Siti Nurhaliza,,2024-07-04,Proposal Sent,2024-07-24,2024-07-13,103700000.0,,
LD1466,UD Karya Utama,Construction,Referral,Andi Wijaya,,2024-03-09,Contacted,2024-05-03,2024-04-23,,,Needs approval from board
LD1467,PT. Mitra Sejahtera,,Trade Show,Budi Santoso,Makassar,2024-05-21,Closed Won,2024-08-13,2024-08-24,81735000.0,,
LD1468,PT. Berkah Mandiri,F&B,Referral,Budi Santoso,Palembang,2025-01-06,Proposal Sent,2025-01-24,2025-01-13,10817000.0,,
LD1469,PT Sumber Makmur,F&B,,Ahmad Fauzi,Jakarta,2024-02-25,Negotiation,2024-05-20,2024-04-25,72570000.0,,VIP client
LD1470,CV Sumber Makmur,Finance,Trade Show,,Semarang,2024-12-11,Qualified,2025-03-04,2025-03-12,44442000.0,,
LD1471,PT Tunas Muda,Construction,Inbound Call,,Medan,2024-10-05,Closed Lost,2024-12-11,,142759000.0,Timing not right,Needs approval from board
LD1472,CV Cahaya Abadi,Retail,Website,Andi Wijaya,Makassar,2024-03-20,Qualified,2024-03-15,2024-04-25,26089000.0,,Send revised proposal
LD1473,PT Sejahtera Bersama,Finance,LinkedIn,Budi Santoso,Jakarta,2024-01-09,Closed Lost,2024-02-15,2024-02-29,59815000.0,Price too high,
LD1474,PT Berkah Mandiri,F&B,,,Denpasar,2024-10-24,Contacted,2025-01-20,2025-01-30,,,VIP client
LD1475,PT Karya Utama,Retail,Social Media,Siti Nurhaliza,,2025-04-03,Negotiation,2025-05-17,2025-04-12,7922000.0,,Waiting for PO
LD1476,PT. Global Teknindo,Manufacturing,Social Media,,Jakarta,2025-04-10,Qualified,2025-05-18,2025-05-16,43457000.0,,Client on vacation
LD1477,PT Mega Trading,Finance,Website,Dewi Lestari,Palembang,2024-05-12,Qualified,2024-07-17,2024-05-13,102966000.0,,
LD1478,UD Tunas Muda,Manufacturing,Email Campaign,Yuni Shara,Jakarta,2024-03-15,Contacted,2024-05-14,2024-07-04,,,Needs approval from board
LD1479,CV Anugrah Sentosa,Construction,Website,Andi Wijaya,,2024-03-07,Qualified,2024-05-24,2024-03-14,105939000.0,,Client on vacation
LD1480,PT. Nusantara Jaya,Retail,Inbound Call,Rudi Hartono,Jakarta,2024-04-08,Closed Won,2024-10-31,2024-08-15,22977000.0,,Needs approval from board
LD1481,PT Cipta Karya,,Partner,Dewi Lestari,Jakarta,2024-12-23,Closed Lost,2025-02-23,2025-03-07,105110000.0,Timing not right,Client on vacation
LD1482,PT Tunas Muda,Logistics,,Andi Wijaya,Denpasar,2024-11-20,Contacted,2025-02-15,2025-02-09,,,
LD1483,UD Prima Nusantara,Logistics,,Siti Nurhaliza,Palembang,2024-06-19,Proposal Sent,2024-07-17,2024-07-30,142952000.0,,Needs approval from board
LD1484,PT. Prima Nusantara,Manufacturing,,Siti Nurhaliza,Jakarta,2025-06-19,Closed Lost,2025-08-01,2025-06-24,28020000.0,,
LD1485,PT Maju Terus,Manufacturing,Social Media,Ahmad Fauzi,,2025-03-30,Proposal Sent,2025-04-04,,116978000.0,,Client on vacation
LD1486,PT Sumber Makmur,,Cold Call,Budi Santoso,,2024-10-01,Closed Won,2024-11-04,2024-11-08,135596000.0,,
LD1487,PT Delta Solusi,F&B,Inbound Call,Ahmad Fauzi,Palembang,2025-02-04,Contacted,2025-04-28,2025-03-27,,,VIP client
LD1488,UD Cipta Karya,Manufacturing,Cold Call,Dewi Lestari,Jakarta,2025-05-31,Contacted,2025-08-13,2025-06-03,,,
LD1489,CV Indo Sukses,Manufacturing,Inbound Call,Budi Santoso,Bandung,2025-08-08,Qualified,2025-08-25,2025-08-17,95901000.0,,
LD1490,CV Mitra Sejahtera,Technology,,Rina Marlina,,2024-05-05,Contacted,2024-06-11,,,,
LD1491,CV Delta Solusi,Healthcare,,Budi Santoso,Jakarta,2024-08-03,Negotiation,2024-09-21,2024-09-16,25843000.0,,
LD1492,CV Sumber Makmur,,Referral,Siti Nurhaliza,Palembang,2024-09-17,Closed Lost,2024-10-12,2024-09-25,81321000.0,,Follow up next week
LD1493,UD Indo Sukses,F&B,,Andi Wijaya,Bandung,2025-04-23,Negotiation,2025-06-26,2025-05-19,142059000.0,,Send revised proposal
LD1494,UD Delta Solusi,Healthcare,Partner,,Yogyakarta,2024-10-05,Closed Won,2024-12-24,,58691000.0,,
LD1495,UD Karya Utama,,Website,Budi Santoso,Bandung,2025-01-01,Contacted,2025-01-29,2025-01-01,,,Follow up next week
LD1496,PT. Sejahtera Bersama,Logistics,Referral,Dewi Lestari,Jakarta,2024-03-08,Qualified,2024-05-25,,34185000.0,,Waiting for PO
LD1497,PT. Cahaya Abadi,Manufacturing,Email Campaign,Budi Santoso,Bandung,2024-06-24,Proposal Sent,2024-08-09,,87309000.0,,
LD1498,PT. Bumi Perkasa,Technology,Partner,Siti Nurhaliza,Jakarta,2024-08-10,Qualified,2024-11-22,2024-10-11,92623000.0,,
LD1499,PT Cahaya Abadi,Retail,,Budi Santoso,Jakarta,2024-06-23,Lead In,2024-10-08,,,,Client on vacation
LD1500,CV Delta Solusi,,Social Media,Rudi Hartono,Bandung,2024-06-23,Closed Lost,2024-09-06,2024-08-23,113449000.0,Project cancelled,Waiting for PO
LD1501,PT. Bumi Perkasa,Finance,,Andi Wijaya,,2024-07-29,Negotiation,2024-08-08,2024-08-14,10920000.0,,Waiting for PO
LD1502,PT. Mega Trading,Manufacturing,,Ahmad Fauzi,Surabaya,2024-05-13,Contacted,2024-06-29,2024-05-30,,,Waiting for PO
LD1503,PT Maju Terus,Construction,Referral,Ahmad Fauzi,Yogyakarta,2025-04-17,Closed Won,2025-05-02,2025-05-03,6231000.0,,Send revised proposal
LD1504,UD Harapan Baru,Manufacturing,Email Campaign,Ahmad Fauzi,Jakarta,2025-03-08,Contacted,2025-04-02,2025-03-11,,,
LD1505,CV Mega Trading,Manufacturing,Trade Show,Ahmad Fauzi,Medan,2024-09-29,Contacted,2024-12-07,2024-10-27,,,Waiting for PO
LD1506,CV Sinar Jaya,Healthcare,Website,Andi Wijaya,Jakarta,2024-10-21,Negotiation,2024-11-27,,105670000.0,,
LD1507,CV Sumber Makmur,Logistics,Social Media,Andi Wijaya,Jakarta,2024-01-22,Contacted,2024-02-25,2024-02-06,,,
LD1508,UD Central Distribusi,Healthcare,Social Media,Budi Santoso,,2025-06-21,Proposal Sent,2025-07-10,2025-07-10,51680000.0,,VIP client
LD1509,PT. Maju Terus,Manufacturing,Website,Dewi Lestari,Medan,2024-10-03,Negotiation,2024-09-26,2024-10-16,22962000.0,,VIP client
LD1510,UD Mega Trading,Healthcare,,Yuni Shara,Makassar,2024-09-28,Closed Won,2024-11-12,,149104000.0,,
LD1511,PT Anugrah Sentosa,Logistics,Partner,Siti Nurhaliza,Jakarta,2024-06-02,Proposal Sent,2024-07-10,,44662000.0,,Client on vacation
LD1512,CV Mitra Sejahtera,Retail,Referral,Dewi Lestari,Medan,2024-09-14,Contacted,2024-10-21,2024-09-19,,,
LD1513,CV Anugrah Sentosa,Education,Trade Show,Budi Santoso,Surabaya,2025-03-08,Qualified,2025-03-21,,27649000.0,,
LD1514,PT. Nusantara Jaya,Construction,Email Campaign,Budi Santoso,,2024-07-06,Qualified,2024-08-31,2024-07-17,76565000.0,,
LD1515,UD Cahaya Abadi,Manufacturing,Trade Show,Andi Wijaya,Medan,2025-01-17,Contacted,2025-03-28,2025-01-17,,,VIP client
LD1516,PT Anugrah Sentosa,Technology,Email Campaign,Yuni Shara,Jakarta,2024-03-10,Closed Won,2024-12-26,2024-12-28,85686000.0,,
LD1517,PT Harapan Baru,Retail,Referral,Siti Nurhaliza,Semarang,2024-07-24,Contacted,2024-07-25,2024-08-09,,,
LD1518,CV Karya Utama,Finance,Inbound Call,Dewi Lestari,Jakarta,2024-07-07,Closed Won,2024-09-15,2024-09-14,92688000.0,,Send revised proposal
LD1519,PT. Bumi Perkasa,Retail,Website,Andi Wijaya,Bandung,2025-01-11,Proposal Sent,2025-03-03,,120379000.0,,Client on vacation
LD1520,CV Maju Terus,Manufacturing,Email Campaign,Ahmad Fauzi,Yogyakarta,2024-10-10,Lead In,2024-10-31,2024-10-21,,,Client on vacation
LD1521,PT. Mitra Sejahtera,Logistics,Inbound Call,Yuni Shara,Medan,2024-05-23,Contacted,2024-08-16,2024-08-08,,,
LD1522,CV Berkah Mandiri,Logistics,Website,Yuni Shara,Denpasar,2024-05-12,Negotiation,2024-07-27,2024-06-22,53518000.0,,Follow up next week
LD1523,PT Tunas Muda,Retail,Partner,,,2024-03-06,Lead In,2024-04-08,2024-03-17,,,Send revised proposal
LD1524,CV Anugrah Sentosa,Technology,Trade Show,Budi Santoso,,2024-07-19,Contacted,2024-09-14,2024-07-30,,,
LD1525,PT. Harapan Baru,F&B,Partner,Budi Santoso,,2025-02-21,Proposal Sent,2025-03-03,,109786000.0,,Needs approval from board
LD1526,PT Central Distribusi,Retail,Partner,Budi Santoso,Bandung,2024-03-21,Contacted,2024-05-27,2024-04-18,,,Waiting for PO
LD1527,PT Delta Solusi,Retail,Cold Call,,Jakarta,2024-03-10,Closed Won,2024-03-31,2024-03-31,128273000.0,,Follow up next week
LD1528,PT Maju Terus,Retail,Trade Show,Andi Wijaya,Palembang,2025-07-14,Closed Won,2025-08-26,2025-07-19,100174000.0,,Send revised proposal
LD1529,PT Sumber Makmur,Retail,,Dewi Lestari,Yogyakarta,2024-02-06,Proposal Sent,2024-03-06,2024-03-01,65864000.0,,
LD1530,PT Berkah Mandiri,Construction,Partner,Budi Santoso,Surabaya,2024-05-08,Qualified,2024-07-02,2024-07-15,93117000.0,,
LD1531,UD Maju Terus,Retail,Referral,Rudi Hartono,Jakarta,2024-02-28,Contacted,2024-03-23,2024-03-24,,,
LD1532,CV Harapan Baru,Manufacturing,Cold Call,Budi Santoso,Yogyakarta,2024-07-29,Proposal Sent,2024-09-13,2024-01-08,46802000.0,,Needs approval from board
LD1533,CV Prima Nusantara,,Referral,Siti Nurhaliza,Bandung,2024-03-21,Contacted,2024-04-08,,,,Follow up next week
LD1534,PT. Sumber Makmur,Technology,Trade Show,Yuni Shara,Jakarta,2024-01-22,Proposal Sent,2024-01-27,2024-01-28,89060000.0,,Needs approval from board
LD1535,PT. Nusantara Jaya,Manufacturing,LinkedIn,Budi Santoso,,2024-12-22,Closed Lost,2025-03-10,2025-03-02,51760000.0,Project cancelled,VIP client
LD1536,CV Karya Utama,Manufacturing,Cold Call,,Bandung,2024-09-23,Contacted,2024-11-11,2024-10-24,,,Waiting for PO
LD1537,UD Sinar Jaya,Logistics,Website,Yuni Shara,Jakarta,2024-10-07,Qualified,2024-12-31,2024-10-11,3826000.0,,Send revised proposal
LD1538,UD Central Distribusi,Retail,Inbound Call,Andi Wijaya,Jakarta,2024-02-29,Proposal Sent,2024-03-11,,92329000.0,,
LD1539,UD Cipta Karya,Manufacturing,Partner,Dewi Lestari,Bandung,2025-03-26,Proposal Sent,2025-04-01,2025-03-28,148812000.0,,
LD1540,PT. Maju Terus,F&B,Cold Call,Andi Wijaya,Jakarta,2025-08-07,Qualified,2025-11-03,,23176000.0,,
LD1541,CV Indo Sukses,Technology,Inbound Call,Siti Nurhaliza,Jakarta,2024-08-04,Closed Won,2024-10-09,2024-10-15,111822000.0,,
LD1542,UD Berkah Mandiri,Technology,LinkedIn,Siti Nurhaliza,Palembang,2025-06-24,Negotiation,2025-09-10,2025-08-19,41839000.0,,Needs approval from board
LD1543,PT. Delta Solusi,Education,Partner,Rudi Hartono,,2024-03-19,Closed Won,2024-06-11,2024-05-01,36092000.0,,
LD1544,PT. Bumi Perkasa,,Website,Ahmad Fauzi,Jakarta,2025-05-21,Proposal Sent,2025-06-16,2025-05-31,131708000.0,,
LD1545,UD Bumi Perkasa,Retail,,Rina Marlina,Makassar,2024-12-28,Contacted,2025-03-28,,,,
LD1546,UD Tunas Muda,,Social Media,Andi Wijaya,Yogyakarta,2025-02-22,Proposal Sent,2025-04-19,2025-03-29,72612000.0,,
LD1547,PT Anugrah Sentosa,Healthcare,Cold Call,Andi Wijaya,Makassar,2025-07-31,Proposal Sent,2025-10-07,2025-08-12,49774000.0,,
LD1548,CV Cipta Karya,Retail,,Andi Wijaya,Jakarta,2024-08-17,Closed Won,2024-09-23,2024-08-19,40395000.0,,VIP client
LD1549,PT Tunas Muda,F&B,Social Media,Rudi Hartono,Jakarta,2024-01-27,Qualified,2024-03-04,2024-02-13,79092000.0,,
LD1550,PT Sejahtera Bersama,,Website,Ahmad Fauzi,Jakarta,2024-11-30,Contacted,2025-01-12,2025-01-19,,,Follow up next week
LD1551,PT Harapan Baru,Construction,LinkedIn,Dewi Lestari,Jakarta,2024-05-20,Proposal Sent,2024-06-18,2024-05-24,122453000.0,,
LD1552,UD Central Distribusi,Healthcare,Inbound Call,Ahmad Fauzi,Makassar,2024-09-26,Proposal Sent,2024-12-16,2024-12-04,96382000.0,,
LD1553,PT. Sejahtera Bersama,F&B,Cold Call,Ahmad Fauzi,Palembang,2024-11-29,Contacted,2025-01-23,2025-01-29,,,Send revised proposal
LD1554,UD Cahaya Abadi,Manufacturing,LinkedIn,Dewi Lestari,Bandung,2024-10-01,Proposal Sent,2024-11-23,2024-10-06,49008000.0,,Needs approval from board
LD1555,UD Maju Terus,Retail,Email Campaign,Siti Nurhaliza,Denpasar,2024-04-22,Closed Lost,2024-07-10,2024-06-27,21124000.0,,Follow up next week
LD1556,PT Harapan Baru,Education,Social Media,Budi Santoso,Jakarta,2024-10-24,Closed Won,2024-12-11,,33911000.0,,Follow up next week
LD1557,PT Mitra Sejahtera,Retail,LinkedIn,Ahmad Fauzi,Jakarta,2025-02-14,Contacted,2025-03-21,2025-04-02,,,
LD1558,PT. Indo Sukses,Finance,Website,Dewi Lestari,Medan,2024-07-17,Closed Won,2024-08-26,2024-08-03,46719000.0,,VIP client
LD1559,PT Prima Nusantara,Manufacturing,,,Jakarta,2025-02-07,Closed Lost,2025-04-18,2025-04-19,68936000.0,,
LD1560,PT. Sumber Makmur,Logistics,Referral,Budi Santoso,,2025-04-29,Proposal Sent,2025-07-11,2025-07-07,62955000.0,,Follow up next week
LD1561,PT Cahaya Abadi,Finance,Social Media,Andi Wijaya,Denpasar,2024-03-24,Closed Lost,2024-05-18,,57602000.0,,Needs approval from board
