lead_id,company_name,industry,lead_source,sales_rep,region,created_date,current_stage,stage_last_updated,last_contact_date,deal_value_raw,lost_reason,notes
LD1033,UD Delta Solusi,Manufacturing,Email Campaign,Andi wijaya,Bandung,2024-12-26,Negotiation,2025/01/30,07/01/2025,36120000,,Client on vacation
LD1352,PT. Central Distribusi,Construction,Partner,Ahmad Fauzi,JAKARTA,17-May-2025,Closed Won,2025-06-26,2025-07-07,16225000,,
LD1840,CV Cipta Karya,,Email Campaign,Siti Nurhaliza,,04-02-2025,Proposal Sent,27/06/2025,2025-06-13,,,Waiting for PO
LD1273,UD Cipta Karya,retail,Partner,Ahmad Fauzi,Surabaya,06-23-2024,Qualified,07/08/2024,2024/07/08,20854000,,Send revised proposal
LD1741,UD Sinar Jaya,Construction,referral,Budi Santoso,Denpasar,2024-02-22,Proposal Sent,2024-05-07,03/03/2024,99871000,,Follow up next week
LD1416,PT. Nusantara Jaya,Finance,,Rudi Hartono,Makassar,11-Feb-2025,Qualified,04-13-2025,02-Mar-2025,Rp 114.528.000,,
LD1027,PT Mitra Sejahtera,Retail,Referral,Yuni Shara,jakarta,12-10-2024,Proposal Sent,31-Jan-2025,01-12-2025,126395000,,Follow up next week
LD1814,UD Cipta Karya,Healthcare,LinkedIn,Andi wijaya,Medan,2025/03/01,Negotiation,28/04/2025,04-10-2025,22456000,,
LD1134,CV Indo Sukses,Manufacturing ,Partner,,Bandung,05-18-2024,Closed Lost,07-10-2024,10-Jul-2024,148888000,Chose competitor,
LD1609,PT. Berkah Mandiri,Retail,Partner,Andi wijaya,Medan,06-May-2025,Closed Lost,07-21-2025,,,Timing not right,Waiting for PO
LD1698,CV Mega Trading,Finance,Website,Rina Marlina,Bandung,2024-02-09,Closed Lost,2024-02-21,04/03/2024,82473000,,Follow up next week
LD1343,CV Mitra Sejahtera,F&B,referral,Rudi Hartono,Palembang,28/02/2025,Qualified,2025-04-20,03-06-2025,141824000,,Needs approval from board
LD1648,PT. Indo Sukses,Healthcare,Website,Yuni Shara,JAKARTA,06-18-2025,Qualified,2025-08-27,2025/08/28,115001000,,Needs approval from board
LD1493,UD Indo Sukses,F&B,,Andi wijaya,Bandung,23-Apr-2025,Negotiation,26-Jun-2025,2025/05/19,142059000,,Send revised proposal
LD1142,PT Prima Nusantara,Technology,LinkedIn,Dewi Lestari,Jakarta,2025/07/04,Proposal Sent,2025-08-09,07-09-2025,13695000,,
LD1088,UD Tunas Muda,Construction,website,Budi Santoso,Bandung,2025/07/29,Contacted,08-29-2025,06/09/2025,,,
LD1176,CV Delta Solusi,retail,Social Media,Siti Nurhaliza,jakarta,03-Jul-2024,Negotiation,04-Sep-2024,2024-08-27,10586000,,Needs approval from board
LD1217,UD ANUGRAH SENTOSA,,Partner,budi santoso,Yogyakarta,2024-01-11,Contacted,05/04/2024,2024-02-09,,,
LD1434,PT. Global Teknindo,Manufacturing,Social Media,Rina Marlina,Jakarta,2025/05/15,Qualified,31/07/2025,,98614000,,Send revised proposal
LD1579,PT Indo Sukses,Healthcare,,Andi Wijaya,Medan,2024/06/12,Qualified,2024-08-12,07-18-2024,71901000,,Needs approval from board
LD1658,CV Indo Sukses,Construction,Inbound Call,Rina Marlina,Surabaya,13-Jun-2024,Qualified,16-Jun-2024,26-Jun-2024,,,Send revised proposal
LD1258,PT Sinar Jaya,Manufacturing,LinkedIn,Dewi Lestari,Semarang,2025-04-19,Closed Won,2025-06-16,2025-05-21,76097000,,
LD1242,CV Cipta Karya,Finance,Cold Call ,,jakarta,07-25-2025,Negotiation,09-17-2025,19-Sep-2025,101825000,,Client on vacation
LD1225,PT Anugrah Sentosa,Logistics,Social Media,,JAKARTA,2025/08/04,Lead In,08-17-2025,08-27-2025,,,Client on vacation
LD1202,PT. Cipta Karya,,website,Rudi Hartono,Surabaya,22/07/2025,Contacted,12/07/2025,2025/08/02,,,VIP client
LD1728,CV Berkah Mandiri,Healthcare,Trade Show,Yuni Shara,Bandung,2025/08/13,Proposal Sent,09-25-2025,09-14-2025,102930000,,Needs approval from board
LD1035,CV Bumi Perkasa,retail,Trade Show,Andi wijaya,Makassar,07-Mar-2024,Qualified,03-17-2024,2024/03/14,Rp 122.049.000,,Needs approval from board
LD1263,UD Nusantara Jaya,retail,Cold Call ,Rudi Hartono,Yogyakarta,03-Dec-2024,Proposal Sent,2025/02/09,20-Feb-2025,32940000,,
LD1053,UD Anugrah Sentosa,Manufacturing ,referral,Rina Marlina,JAKARTA,08-24-2025,Negotiation,13/09/2025,2025-09-16,Rp 93.117.000,,Client on vacation
LD1379,UD Tunas Muda,Technology,Inbound Call,Rina Marlina,bandung,08/02/2025,Negotiation,2025-02-26,2025/03/09,33206000,,Client on vacation
LD1324,PT. Bumi Perkasa,Education,Social Media,Andi wijaya,Palembang,19-May-2024,Proposal Sent,07-05-2024,01-Jul-2024,,,Send revised proposal
LD1525,PT. Harapan Baru,F&B,Partner,budi santoso,,2025-02-21,Proposal Sent,2025/03/03,,109786000,,Needs approval from board
LD1018,CV Global Teknindo,Retail,LinkedIn,Siti Nurhaliza,Medan,30/08/2024,Closed Won,22/09/2024,2024-09-29,51163000,,Send revised proposal
LD1784,PT. Karya Utama,Technology,website,Rina Marlina,Palembang,07-16-2024,Closed Won,07-24-2024,2024-07-19,32071000,,Follow up next week
LD1505,CV Mega Trading,Manufacturing,Trade Show,Ahmad Fauzi,Medan,29/09/2024,Contacted,07/12/2024,10-27-2024,,,Waiting for PO
LD1845,PT. Global Teknindo,Manufacturing,Referral,Andi Wijaya,,31/03/2025,Closed Lost,2025/06/08,27-May-2025,88972000,Timing not right,VIP client
LD1795,CV Mega Trading,Manufacturing,Website,budi santoso,,2025-03-27,Qualified,03/05/2025,2025/05/13,133044000,,Send revised proposal
LD1526,PT Central Distribusi,Retail,Partner,budi santoso,bandung,03-21-2024,Contacted,27-May-2024,04-18-2024,,,Waiting for PO
LD1714,PT. Tunas Muda,retail,LinkedIn,Ahmad Fauzi,,01/04/2025,Contacted,14-Apr-2025,25-Apr-2025,,,VIP client
LD1136,PT. Anugrah Sentosa,F&B,Referral,,Bandung,12-17-2024,Closed Won,24/12/2024,,94675000.0 ,,Client on vacation
LD1674,PT Maju Terus,Logistics,website,Rina Marlina,Palembang,11-Jun-2024,Qualified,21/08/2024,27-Aug-2024,75872000,,Follow up next week
LD1535,PT. Nusantara Jaya,Manufacturing,LinkedIn,Budi Santoso,,2024/12/22,Closed Lost,2025/03/10,2025/03/02,51760000,Project cancelled,VIP client
LD1548,CV Cipta Karya,retail,,Andi Wijaya,Jakarta,17/08/2024,Closed Won,2024-09-23,19-Aug-2024,40395000,,VIP client
LD1794,CV Delta Solusi,F&B,Inbound Call,Ahmad Fauzi,Denpasar,02-27-2024,Proposal Sent,2024-04-03,01-Mar-2024,95220000,,Follow up next week
LD1166,PT. Bumi Perkasa,retail,Referral,Andi wijaya,Makassar,2024/09/21,Qualified,2024-09-30,10-15-2024,128780000.0 ,,
LD1117,PT. SEJAHTERA BERSAMA,Technology,Cold Call,Yuni Shara,Semarang,2024/05/23,Negotiation,20-Aug-2024,2024-07-07,9947000,,Needs approval from board
LD1558,PT. Indo Sukses,Finance,website,Dewi Lestari,Medan,17-Jul-2024,Closed Won,2024-08-26,03-Aug-2024,46719000,,VIP client
LD1311,CV Delta Solusi,Retail,,Rudi Hartono,Surabaya,2024-05-22,Proposal Sent,2024/06/06,24-May-2024,61441000,,Send revised proposal
LD1780,PT Sumber Makmur,Finance,Cold Call ,Ahmad Fauzi,JAKARTA,09/01/2024,Lead In,02-Feb-2024,01-17-2024,,,VIP client
LD1510,UD Mega Trading,Healthcare,,Yuni Shara,Makassar,28/09/2024,Closed Won,12-Nov-2024,,149104000,,
LD1488,UD Cipta Karya,Manufacturing,Cold Call ,Dewi Lestari,JAKARTA,2025/05/31,Contacted,2025/08/13,2025-06-03,,,
LD1783,UD Berkah Mandiri,,Trade Show,Ahmad Fauzi,Medan,18-Sep-2024,Closed Lost,2024-12-17,2024-09-23,110148000,Chose competitor,
LD1530,PT Berkah Mandiri,Construction,Partner,Budi Santoso,Surabaya,08/05/2024,Qualified,2024-07-02,2024-07-15,93117000,,
LD1538,UD Central Distribusi,retail,Inbound Call,Andi Wijaya,jakarta,29/02/2024,Proposal Sent,2024/03/11,,92329000,,
LD1556,PT Harapan Baru,Education,Social Media,Budi Santoso,jakarta,2024-10-24,Closed Won,11-Dec-2024,,33911000,,Follow up next week
LD1021,PT. Sinar Jaya,Retail,Cold Call,Ahmad Fauzi,Yogyakarta,2024/05/07,Negotiation,06-15-2024,26-May-2024,100700000,,Needs approval from board
LD1743,PT. Sejahtera Bersama,Finance,,budi santoso,Semarang,2024-06-08,Closed Won,06-09-2024,2024-06-11,114250000,,
LD1618,PT Karya Utama,Retail,Referral,Yuni Shara,,02-03-2025,Closed Won,02-06-2025,2025/02/04,42658000,,Follow up next week
LD1198,PT Indo Sukses,Finance,LinkedIn,Rudi Hartono,Jakarta,2024-12-20,Qualified,03-13-2025,28/03/2025,103018000,,VIP client
LD1401,PT. Sumber Makmur,Technology,website,Ahmad Fauzi,Bandung,2024-06-24,Contacted,09-03-2024,2024/07/23,,,VIP client
LD1310,UD Prima Nusantara,F&B,Cold Call,Andi wijaya,Denpasar,2025-06-30,Qualified,04-Jul-2025,2025-07-18,69790000,,Send revised proposal
LD1034,CV Central Distribusi,Logistics,Website,Andi wijaya,Bandung,10-07-2024,Lead In,14-Oct-2024,2024-10-22,,,
LD1730,PT Prima Nusantara,Technology,Social Media,Ahmad Fauzi,Makassar,2025/03/22,Qualified,17/05/2025,05-12-2025,,,Follow up next week
LD1583,PT. NUSANTARA JAYA,Logistics,Cold Call,Budi Santoso,JAKARTA,01-27-2025,Closed Won,07-Feb-2025,02-10-2025,51893000,,
LD1031,PT. SEJAHTERA BERSAMA,Logistics,,Rina Marlina,jakarta,2025/05/10,Qualified,07-25-2025,2025/06/06,14826000,,Waiting for PO
LD1744,UD Sumber Makmur,F&B,Partner,Siti Nurhaliza,JAKARTA,2024/12/27,Contacted,21/01/2025,05-Jan-2025,,,VIP client
LD1668,PT Mega Trading,,LinkedIn,Andi Wijaya,Surabaya,2024-01-14,Negotiation,2024-02-27,,94667000,,
LD1750,UD Indo Sukses,Finance,Cold Call,Andi Wijaya,Makassar,2024/10/02,Negotiation,2024-10-20,,Rp 17.811.000,,
LD1560,PT. Sumber Makmur,Logistics,referral,budi santoso,,29-Apr-2025,Proposal Sent,2025/07/11,2025/07/07,62955000.0 ,,Follow up next week
LD1575,CV Central Distribusi,retail,Partner,Rina Marlina,bandung,2024-09-24,Lead In,10-09-2024,2024-10-06,,,
ld1243,PT. Sumber Makmur,Finance,Cold Call,Andi wijaya,Jakarta,16/03/2025,Closed Won,27/04/2025,03-24-2025,115325000,,Waiting for PO
LD1037,CV Global Teknindo,Education,website,Budi Santoso,jakarta,13-Mar-2024,Negotiation,2024-04-16,20-Apr-2024,140183000,,
LD1419,CV Global Teknindo,F&B,Partner,,,31-May-2024,Contacted,29-Jul-2024,,,,
LD1626,CV Mega Trading,retail,,Andi Wijaya,Yogyakarta,04-Jun-2024,Proposal Sent,08-11-2024,28-Jul-2024,120438000,,Waiting for PO
LD1532,CV Harapan Baru,Manufacturing,Cold Call ,budi santoso,Yogyakarta,2024/07/29,Proposal Sent,13-Sep-2024,08-01-2024,46802000,,Needs approval from board
LD1194,UD Cahaya Abadi,Manufacturing ,Trade Show,Ahmad Fauzi,,04-14-2024,Proposal Sent,10/07/2024,2024/05/24,129997000,,
LD1771,UD Harapan Baru,Technology,Trade Show,Andi wijaya,JAKARTA,03-21-2025,Qualified,03-27-2025,,38351000,,Waiting for PO
LD1284,PT. Berkah Mandiri,Healthcare,Partner,Dewi Lestari,Yogyakarta,2024-12-28,Closed Lost,22-Feb-2025,2025-01-20,98506000,Price too high,
LD1828,PT. Nusantara Jaya,Manufacturing,Inbound Call,Andi Wijaya,Jakarta,31-Jul-2024,Contacted,27-Oct-2024,2024-10-16,,,
LD1444,UD Nusantara Jaya,Manufacturing,,Siti Nurhaliza,Denpasar,2025-03-25,Closed Lost,05-24-2025,2025/04/03,42822000,Chose competitor,
LD1098,CV Cahaya Abadi,,Trade Show,Yuni Shara,jakarta,2024/10/21,Qualified,2025-01-12,11-27-2024,115771000,,
LD1720,CV Tunas Muda,Manufacturing ,website,Dewi Lestari,jakarta,02-28-2024,Qualified,21-Mar-2024,,129530000,,Needs approval from board
LD1086,PT MITRA SEJAHTERA,Manufacturing ,Inbound Call,Andi wijaya,Bandung,2024-04-05,Proposal Sent,27-Apr-2024,2024/04/18,94423000,,Needs approval from board
LD1250,PT Global Teknindo,,Cold Call,Dewi Lestari,,2025-07-13,Proposal Sent,2025-08-16,21-Aug-2025,94210000,,Send revised proposal
LD1085,CV Sejahtera Bersama,Education,referral,Rina Marlina,Yogyakarta,07-18-2025,Proposal Sent,2025/08/11,2025/07/23,21097000,,VIP client
LD1380,PT. Cipta Karya,Construction,LinkedIn,Yuni Shara,,02-May-2025,Lead In,2025-05-04,,,,
LD1347,UD Bumi Perkasa,Education,Referral,Yuni Shara,,05-15-2024,Lead In,2024/07/22,06-30-2024,,,Waiting for PO
LD1804,PT. Cipta Karya,Manufacturing ,,Budi Santoso,Palembang,2024/09/13,Proposal Sent,21-Oct-2024,,46124000,,
LD1330,UD Maju Terus,Technology,Website,,Surabaya,2024-05-11,Closed Won,06-25-2024,2024-05-26,Rp 94.523.000,,
LD1540,PT. Maju Terus,F&B,Cold Call,Andi wijaya,Jakarta,2025-08-07,Qualified,2025-11-03,,23176000,,
LD1799,CV Bumi Perkasa,F&B,Cold Call,budi santoso,Medan,2025/04/19,Negotiation,22-Jun-2025,01/07/2025,27207000,,Send revised proposal
LD1124,PT. Sejahtera Bersama,Manufacturing,Trade Show,Siti Nurhaliza,Jakarta,2024/12/29,Contacted,18/03/2025,31-Jan-2025,,,VIP client
LD1105,CV Tunas Muda,Manufacturing,Cold Call,Dewi Lestari,Palembang,2024-05-10,Negotiation,08/06/2024,12/05/2024,70525000,,Needs approval from board
LD1479,CV Anugrah Sentosa,Construction,Website,Andi wijaya,,07-Mar-2024,Qualified,24/05/2024,2024-03-14,105939000,,Client on vacation
LD1203,PT Cipta Karya,Manufacturing ,Email Campaign,Siti Nurhaliza,Bandung,15-Sep-2024,Contacted,10-09-2024,09-19-2024,,,Follow up next week
LD1396,PT Maju Terus,Finance,Cold Call,budi santoso,Yogyakarta,2024-12-10,Qualified,02-08-2025,2024-12-20,56392000,,Follow up next week
LD1623,PT. Central Distribusi,retail,referral,,,2024/07/21,Closed Lost,23-Jul-2024,2024-08-02,Rp 25.959.000,No response,Send revised proposal
LD1224,CV Central Distribusi,F&B,Referral,Ahmad Fauzi,Semarang,07-03-2024,Proposal Sent,09-15-2024,2024/09/21,121005000,,Client on vacation
ld1230,UD Karya Utama,F&B,Website,budi santoso,,31-Jul-2025,Qualified,21-Oct-2025,09-13-2025,47830000,,VIP client
LD1043,CV Berkah Mandiri,Healthcare,referral,Ahmad Fauzi,Jakarta,24/08/2025,Proposal Sent,17-Nov-2025,2025-11-27,53078000,,Needs approval from board
LD1811,CV Indo Sukses,Manufacturing,Cold Call ,Rudi Hartono,Semarang,18/06/2025,Closed Won,07-31-2025,2025/07/08,,,Follow up next week
LD1375,PT. Sinar Jaya,,Cold Call ,Andi Wijaya,Jakarta,06-Jul-2024,Contacted,07-18-2024,07-07-2024,,,
LD1520,CV Maju Terus,Manufacturing,Email Campaign,Ahmad Fauzi,Yogyakarta,2024/10/10,Lead In,10-31-2024,21-Oct-2024,,,Client on vacation
LD1809,UD Bumi Perkasa,,Email Campaign,Siti Nurhaliza,Yogyakarta,17-Dec-2024,Qualified,2025/03/01,02-05-2025,104800000,,
LD1251,PT Sejahtera Bersama,F&B,Partner,budi santoso,JAKARTA,2024-10-04,Proposal Sent,2024-12-28,29/10/2024,132744000,,Send revised proposal
LD1374,UD Nusantara Jaya,Construction,Website,budi santoso,bandung,09-08-2024,Closed Won,22/11/2024,,121424000,,
LD1802,PT. Bumi Perkasa,,Trade Show,Andi wijaya,jakarta,2025/01/09,Lead In,21/02/2025,01-13-2025,,,
LD1391,PT Anugrah Sentosa,,Referral,Dewi Lestari,Bandung,16/03/2024,Qualified,2024-05-27,07/04/2024,Rp 88.682.000,,VIP client
LD1314,PT. Sinar Jaya,F&B,LinkedIn,Andi wijaya,,31-Mar-2024,Lead In,2024-06-21,04-25-2024,,,Needs approval from board
LD1275,PT. Cipta Karya,Technology,Partner,Andi wijaya,Semarang,12-01-2024,Proposal Sent,24-Feb-2025,12-27-2024,34207000,,Client on vacation
LD1394,PT. Central Distribusi,retail,Trade Show,,,04-Jun-2025,Qualified,26/08/2025,,28492000,,Follow up next week
LD1502,PT. Mega Trading,Manufacturing,,Ahmad Fauzi,Surabaya,2024/05/13,Contacted,2024-06-29,30/05/2024,,,Waiting for PO
LD1229,UD Central Distribusi,Finance,,budi santoso,Bandung,2024/06/23,Lead In,16-Sep-2024,,,,VIP client
LD1365,UD Sejahtera Bersama,retail,Website,Rudi Hartono,Yogyakarta,2024/03/03,Qualified,2024/03/08,2024/03/07,10556000,,Send revised proposal
LD1478,UD Tunas Muda,Manufacturing,Email Campaign,Yuni Shara,JAKARTA,15/03/2024,Contacted,14-May-2024,04-07-2024,,,Needs approval from board
LD1078,UD Prima Nusantara,Education,,budi santoso,Semarang,2024-07-25,Lead In,08-20-2024,07-27-2024,,,Follow up next week
LD1748,PT. SUMBER MAKMUR,,Cold Call,Rina Marlina,jakarta,2025-01-23,Closed Lost,02-28-2025,2025-01-28,62980000,,
LD1508,UD Central Distribusi,Healthcare,Social Media,Budi Santoso,,2025/06/21,Proposal Sent,10-Jul-2025,2025-07-10,51680000,,VIP client
LD1071,CV TUNAS MUDA,Technology,Cold Call ,,Palembang,06/07/2025,Closed Won,09-12-2025,31-Aug-2025,21395000,,Send revised proposal
LD1782,CV Sinar Jaya,F&B,Partner,Andi wijaya,Yogyakarta,21-Apr-2024,Proposal Sent,2024-05-20,2024-04-25,80424000,,Waiting for PO
LD1039,PT Sinar Jaya,Manufacturing ,LinkedIn,Yuni Shara,Bandung,2025-03-28,Closed Won,04-21-2025,04-22-2025,145420000,,VIP client
LD1719,UD Sinar Jaya,Retail,Referral,Dewi Lestari,,2024-01-18,Closed Won,2024/02/13,2024/02/07,13403000,,Waiting for PO
LD1686,PT Anugrah Sentosa,,Partner,Rudi Hartono,,02-19-2025,Contacted,06-Mar-2025,2025-03-12,,,
LD1100,UD Indo Sukses,Education,,Rudi Hartono,bandung,02-19-2025,Closed Won,26/04/2025,2025-05-04,147289000,,
LD1643,PT Sejahtera Bersama,Retail,website,budi santoso,Bandung,04-08-2024,Qualified,2024-05-01,,29316000,,VIP client
LD1074,CV Central Distribusi,Education,Website,Siti Nurhaliza,Jakarta,2024-11-22,Closed Lost,02-14-2025,19/12/2024,,,
LD1666,PT. Indo Sukses,,LinkedIn,,Bandung,14-Apr-2025,Proposal Sent,27-May-2025,05-08-2025,21336000,,VIP client
LD1173,CV Sejahtera Bersama,Manufacturing ,referral,,Yogyakarta,17/02/2025,Proposal Sent,2025/05/16,28/05/2025,45749000,,Client on vacation
LD1239,UD Bumi Perkasa,F&B,Inbound Call,Siti Nurhaliza,Jakarta,05/03/2024,Proposal Sent,2024-05-13,2024-03-27,30101000,,Follow up next week
LD1333,PT Prima Nusantara,Finance,Cold Call,Ahmad Fauzi,Denpasar,2024/04/04,Negotiation,18-Jun-2024,2024/05/14,120575000,,Needs approval from board
LD1146,PT. Prima Nusantara,Finance,Cold Call,Rina Marlina,JAKARTA,08-08-2025,Qualified,2025/10/12,,9795000,,Follow up next week
LD1659,UD Tunas Muda,Manufacturing ,,Ahmad Fauzi,bandung,2025/01/07,Qualified,03-Apr-2025,02-15-2025,109050000,,
LD1836,PT Central Distribusi,Retail,Email Campaign,Budi Santoso,Yogyakarta,23/08/2024,Contacted,2024/10/14,,,,Client on vacation
LD1156,UD DELTA SOLUSI,retail,LinkedIn,Rina Marlina,Makassar,29-Jun-2024,Contacted,2024/08/09,07-08-2024,,,Follow up next week
LD1519,PT. Bumi Perkasa,Retail,Website,Andi wijaya,Bandung,11-Jan-2025,Proposal Sent,03-Mar-2025,,Rp 120.379.000,,Client on vacation
LD1831,UD Karya Utama,Retail,Partner,Yuni Shara,,12-24-2024,Negotiation,02/01/2025,,110926000,,Send revised proposal
LD1483,UD Prima Nusantara,Logistics,,Siti Nurhaliza,Palembang,06-19-2024,Proposal Sent,2024/07/17,30-Jul-2024,142952000,,Needs approval from board
LD1346,PT. Prima Nusantara,Finance,Inbound Call,Rina Marlina,jakarta,23-Feb-2024,Qualified,03-25-2024,25-Feb-2024,Rp 54.437.000,,Waiting for PO
LD1016,UD Sinar Jaya,Retail,Email Campaign,Ahmad Fauzi,Yogyakarta,10-10-2024,Lead In,2024/11/22,,,,
LD1650,CV Central Distribusi,Retail,Inbound Call,Andi wijaya,Jakarta,2024-07-01,Proposal Sent,27/09/2024,08-18-2024,136778000,,
LD1274,PT. Bumi Perkasa,Manufacturing,Social Media,Rina Marlina,Yogyakarta,2025-03-17,Negotiation,2025/05/12,12-May-2025,52646000,,Needs approval from board
LD1370,PT Maju Terus,Manufacturing,Website,budi santoso,jakarta,30-Apr-2024,Negotiation,2024-06-28,16/06/2024,112481000,,Client on vacation
LD1259,CV Sejahtera Bersama,F&B,Inbound Call,Andi Wijaya,jakarta,04-05-2025,Proposal Sent,16-Apr-2025,04-10-2025,58845000,,
LD1332,PT. Anugrah Sentosa,Finance,,Siti Nurhaliza,,2024/04/10,Closed Won,23-Apr-2024,16/04/2024,122096000,,
LD1844,PT Berkah Mandiri,Finance,LinkedIn,Andi wijaya,Makassar,22/09/2024,Lead In,2024-12-01,2024-12-07,,,
LD1815,UD Maju Terus,Manufacturing,Partner,,Surabaya,2024-05-01,Closed Lost,29/07/2024,,Rp 51.180.000,Chose competitor,Client on vacation
LD1126,CV Berkah Mandiri,Finance,Email Campaign,Andi Wijaya,bandung,24/03/2025,Negotiation,21/05/2025,17-May-2025,19033000,,Follow up next week
LD1555,UD Maju Terus,Retail,Email Campaign,Siti Nurhaliza,Denpasar,2024/04/22,Closed Lost,10-Jul-2024,27/06/2024,21124000,,Follow up next week
LD1317,PT Harapan Baru,Manufacturing,Inbound Call,Andi Wijaya,,12-30-2024,Lead In,02-06-2025,02-06-2025,,,VIP client
LD1592,CV Indo Sukses,Logistics,Social Media,Rudi Hartono,,2024-11-23,Negotiation,2025/02/12,12-13-2024,114739000,,
LD1733,PT Central Distribusi,Construction,LinkedIn,Rudi Hartono,Jakarta,08-30-2025,Qualified,2025/11/06,10-12-2025,70426000,,Send revised proposal
LD1377,CV Berkah Mandiri,Retail,Trade Show,budi santoso,Semarang,22/07/2025,Proposal Sent,2025-08-08,2025-07-22,62198000,,
LD1172,PT Sejahtera Bersama,Education,Inbound Call,Rina Marlina,,2024/01/08,Proposal Sent,02/04/2024,2024-02-10,89878000,,Waiting for PO
LD1358,PT Nusantara Jaya,Manufacturing ,Email Campaign,Siti Nurhaliza,Bandung,08-15-2025,Proposal Sent,25-Oct-2025,07-Oct-2025,77977000,,
LD1751,UD Delta Solusi,Finance,,Dewi Lestari,Semarang,18-Jan-2024,Qualified,04/02/2024,,Rp 77.433.000,,Follow up next week
LD1049,PT Prima Nusantara,,Website,Andi wijaya,bandung,12-Aug-2024,Proposal Sent,31/10/2024,,113825000,,Waiting for PO
LD1395,CV Maju Terus,Manufacturing,website,Andi Wijaya,,2025-02-09,Contacted,05-Apr-2025,2025/03/18,,,Client on vacation
LD1354,PT Bumi Perkasa,F&B,Social Media,Andi Wijaya,,04-20-2024,Proposal Sent,06-12-2024,,39500000,,Needs approval from board
LD1440,PT. INDO SUKSES,Education,Partner,Dewi Lestari,JAKARTA,03-13-2024,Proposal Sent,2024-04-17,03-20-2024,105127000,,VIP client
LD1364,UD Sumber Makmur,Finance,,Budi Santoso,Palembang,04/06/2024,Negotiation,11-Aug-2024,,63185000,,Client on vacation
LD1350,PT. Tunas Muda,Retail,Cold Call,Andi wijaya,Denpasar,01-27-2024,Qualified,2024/04/24,09/03/2024,17698000,,
LD1490,CV Mitra Sejahtera,Technology,,Rina Marlina,,05-May-2024,Contacted,2024-06-11,,,,
LD1599,UD Indo Sukses,Technology,referral,Budi Santoso,,10-28-2024,Contacted,2025/01/25,2025/01/10,,,
LD1803,UD Cipta Karya,Healthcare,Referral,Andi Wijaya,Jakarta,2025/08/04,Qualified,02-Oct-2025,2025/08/08,81070000,,Follow up next week
LD1208,CV Indo Sukses,Manufacturing,Cold Call ,Andi wijaya,Denpasar,04-10-2025,Closed Won,04-16-2025,26-Apr-2025,79163000,,Follow up next week
LD1598,CV Harapan Baru,Healthcare,referral,Rina Marlina,Makassar,09-07-2024,Negotiation,21-Oct-2024,22-Oct-2024,105535000,,
LD1654,CV Tunas Muda,Technology,Website,,Yogyakarta,10/03/2024,Contacted,05-28-2024,04-05-2024,,,
LD1704,CV Mitra Sejahtera,Technology,website,Andi wijaya,jakarta,05-06-2025,Closed Won,31-May-2025,2025-06-15,72785000,,Client on vacation
LD1150,PT Anugrah Sentosa,,Cold Call ,Andi Wijaya,JAKARTA,04-02-2024,Contacted,06-29-2024,03/05/2024,,,Needs approval from board
LD1077,UD Sinar Jaya,Logistics,Inbound Call,Yuni Shara,Palembang,16-Sep-2024,Negotiation,2024-11-01,10-26-2024,94982000,,
LD1596,PT Tunas Muda,Construction,LinkedIn,Budi Santoso,Bandung,2025/07/04,Contacted,20-Sep-2025,04-Oct-2025,,,Client on vacation
LD1168,PT. Mega Trading,Construction,referral,Yuni Shara,Surabaya,2025-05-18,Closed Won,2025/08/14,20/08/2025,146184000,,VIP client
LD1269,CV Anugrah Sentosa,Logistics,Email Campaign,Rina Marlina,,2024-03-30,Qualified,2024-04-05,,5327000,,
LD1418,UD Harapan Baru,Retail,Inbound Call,Rina Marlina,Palembang,2025-08-02,Contacted,09-27-2025,2025-09-20,,,Follow up next week
LD1701,PT. Sumber Makmur,Finance,LinkedIn,Rina Marlina,Denpasar,2025/07/30,Lead In,02-Oct-2025,2025-08-12,,,
LD1456,PT Nusantara Jaya,Retail,Trade Show,budi santoso,Yogyakarta,2024/07/15,Qualified,2024-08-17,25/07/2024,84931000,,
LD1279,PT Berkah Mandiri,Manufacturing,LinkedIn,,Denpasar,2025-08-17,Proposal Sent,11-14-2025,2025/11/12,129184000,,
LD1013,UD Global Teknindo,Education,LinkedIn,Rina Marlina,Surabaya,2024-03-10,Proposal Sent,2024-04-10,,141356000,,Waiting for PO
LD1454,PT Cipta Karya,,Referral,Rina Marlina,bandung,08-05-2024,Qualified,10/09/2024,09-25-2024,142353000,,
LD1825,PT Cahaya Abadi,Construction,Cold Call,Rudi Hartono,Surabaya,2024/12/31,Contacted,03-23-2025,,,,
LD1177,CV Berkah Mandiri,Manufacturing,Cold Call ,Rudi Hartono,jakarta,2024-02-08,Proposal Sent,03-27-2024,03-28-2024,134017000,,Waiting for PO
LD1754,CV Central Distribusi,Education,Cold Call,Ahmad Fauzi,Jakarta,2025-01-12,Qualified,06-Mar-2025,2025/01/12,78792000,,
LD1200,PT. Indo Sukses,Manufacturing,Website,Ahmad Fauzi,Denpasar,2025/04/15,Negotiation,2025-04-20,,10032000,,
LD1130,PT. Nusantara Jaya,F&B,Trade Show,Yuni Shara,Semarang,07-10-2024,Qualified,06/09/2024,2024/07/20,130097000,,Follow up next week
LD1506,CV Sinar Jaya,Healthcare,website,Andi Wijaya,jakarta,21-Oct-2024,Negotiation,11-27-2024,,105670000,,
